Date,Price,Open,High,Low,Vol.,Change %
3/31/2014,"3,161.60","3,181.35","3,185.68","3,159.75",62.21M,-0.34%
3/28/2014,"3,172.43","3,140.65","3,172.43","3,140.65",82.60M,1.23%
3/27/2014,"3,133.75","3,124.15","3,137.87","3,116.04",49.23M,0.11%
3/26/2014,"3,130.17","3,102.97","3,140.31","3,102.97",55.55M,1.08%
3/25/2014,"3,096.64","3,059.23","3,104.71","3,059.23",53.98M,1.43%
3/24/2014,"3,052.91","3,092.56","3,098.22","3,046.83",55.22M,-1.41%
3/21/2014,"3,096.49","3,089.09","3,110.39","3,086.26",93.38M,0.25%
3/20/2014,"3,088.90","3,058.21","3,088.90","3,040.44",64.36M,0.41%
3/19/2014,"3,076.36","3,075.17","3,089.30","3,062.51",45.39M,0.08%
3/18/2014,"3,073.75","3,045.80","3,096.29","3,029.12",68.98M,0.81%
3/17/2014,"3,049.19","3,003.67","3,052.86","3,001.70",61.17M,1.48%
3/14/2014,"3,004.64","3,006.38","3,015.53","2,971.47",88.02M,-0.49%
3/13/2014,"3,019.54","3,068.66","3,077.04","3,019.54",56.16M,-1.50%
3/12/2014,"3,065.46","3,080.01","3,080.58","3,043.57",60.83M,-0.88%
3/11/2014,"3,092.55","3,099.84","3,117.91","3,085.73",64.68M,-0.01%
3/10/2014,"3,092.79","3,093.62","3,126.62","3,074.40",52.20M,-0.08%
3/7/2014,"3,095.31","3,144.83","3,151.24","3,094.12",55.46M,-1.57%
3/6/2014,"3,144.53","3,146.70","3,158.15","3,134.07",58.77M,0.27%
3/5/2014,"3,135.97","3,131.54","3,145.79","3,123.98",57.19M,-0.01%
3/4/2014,"3,136.33","3,081.59","3,136.51","3,081.59",63.32M,2.70%
3/3/2014,"3,053.99","3,124.81","3,124.81","3,053.85",72.35M,-3.02%
2/28/2014,"3,149.23","3,139.21","3,150.15","3,115.03",48.37M,0.46%
2/27/2014,"3,134.94","3,147.57","3,151.16","3,105.58",46.88M,-0.42%
2/26/2014,"3,148.19","3,157.72","3,162.95","3,135.03",38.40M,-0.29%
2/25/2014,"3,157.48","3,150.05","3,158.80","3,133.98",40.17M,0.01%
2/24/2014,"3,157.31","3,130.87","3,157.31","3,120.45",38.93M,0.82%
2/21/2014,"3,131.67","3,129.25","3,134.64","3,113.56",43.15M,0.32%
2/20/2014,"3,121.59","3,096.03","3,121.59","3,079.46",47.35M,0.03%
2/19/2014,"3,120.80","3,112.49","3,132.47","3,096.48",44.41M,0.11%
2/18/2014,"3,117.44","3,122.36","3,124.83","3,096.27",45.12M,-0.05%
2/17/2014,"3,118.91","3,121.04","3,130.06","3,112.53",28.19M,0.00%
2/14/2014,"3,119.06","3,100.80","3,123.66","3,094.42",53.91M,0.68%
2/13/2014,"3,097.95","3,088.58","3,099.36","3,063.16",52.56M,0.10%
2/12/2014,"3,094.89","3,084.26","3,109.26","3,081.74",54.12M,0.58%
2/11/2014,"3,077.08","3,039.08","3,077.08","3,039.08",45.11M,1.47%
2/10/2014,"3,032.53","3,049.35","3,049.96","3,026.67",41.39M,-0.20%
2/7/2014,"3,038.49","3,013.63","3,039.98","2,996.26",63.70M,0.92%
2/6/2014,"3,010.79","2,968.63","3,017.85","2,965.71",80.26M,1.63%
2/5/2014,"2,962.51","2,956.11","2,976.36","2,947.62",60.30M,0.00%
2/4/2014,"2,962.49","2,957.72","2,976.12","2,944.13",67.66M,-0.05%
2/3/2014,"2,963.96","3,012.25","3,026.90","2,961.34",70.33M,-1.66%
1/31/2014,"3,013.96","3,023.86","3,026.84","2,963.23",73.85M,-0.44%
1/30/2014,"3,027.30","3,011.31","3,041.05","2,985.70",56.75M,0.53%
1/29/2014,"3,011.45","3,054.64","3,076.96","2,974.25",76.88M,-0.89%
1/28/2014,"3,038.60","3,024.80","3,047.75","3,017.82",61.72M,0.80%
1/27/2014,"3,014.62","3,032.15","3,041.19","3,006.74",74.04M,-0.45%
1/24/2014,"3,028.20","3,115.95","3,123.55","3,023.71",98.14M,-2.85%
1/23/2014,"3,117.08","3,147.79","3,160.16","3,107.70",58.28M,-1.08%
1/22/2014,"3,151.27","3,159.98","3,171.26","3,138.90",59.36M,-0.06%
1/21/2014,"3,153.08","3,159.22","3,176.99","3,149.18",44.48M,0.00%
1/20/2014,"3,153.17","3,152.24","3,155.94","3,138.28",32.78M,-0.03%
1/17/2014,"3,154.10","3,150.70","3,167.43","3,141.82",59.99M,0.12%
1/16/2014,"3,150.20","3,169.09","3,170.03","3,146.98",57.48M,-0.59%
1/15/2014,"3,168.76","3,123.58","3,168.76","3,123.58",63.67M,1.58%
1/14/2014,"3,119.53","3,093.81","3,119.53","3,072.86",48.00M,0.24%
1/13/2014,"3,111.94","3,112.86","3,117.06","3,101.38",45.01M,0.25%
1/10/2014,"3,104.15","3,097.72","3,122.55","3,092.98",52.89M,0.45%
1/9/2014,"3,090.26","3,110.85","3,131.18","3,082.08",65.93M,-0.66%
1/8/2014,"3,110.66","3,113.97","3,121.21","3,100.53",73.57M,-0.01%
1/7/2014,"3,110.96","3,071.01","3,113.03","3,064.83",72.48M,1.36%
1/6/2014,"3,069.16","3,070.14","3,087.65","3,065.29",35.19M,-0.17%
1/3/2014,"3,074.43","3,064.95","3,080.35","3,055.13",32.03M,0.47%
1/2/2014,"3,059.93","3,116.34","3,127.12","3,058.63",48.31M,-1.58%
12/31/2013,"3,109.00","3,101.90","3,109.38","3,101.90",15.79M,0.26%
12/30/2013,"3,100.93","3,112.98","3,116.23","3,097.76",26.05M,-0.34%
12/27/2013,"3,111.37","3,086.77","3,111.37","3,086.77",28.81M,1.25%
12/24/2013,"3,072.88","3,068.85","3,076.49","3,067.74",19.84M,0.06%
12/23/2013,"3,070.91","3,054.85","3,070.91","3,047.68",29.61M,0.71%
12/20/2013,"3,049.35","3,033.52","3,053.30","3,029.54",90.67M,0.60%
12/19/2013,"3,031.05","2,989.91","3,033.60","2,989.91",64.41M,1.88%
12/18/2013,"2,975.09","2,954.66","2,975.09","2,949.49",43.92M,1.13%
12/17/2013,"2,941.76","2,969.19","2,969.19","2,941.76",42.56M,-1.24%
12/16/2013,"2,978.77","2,919.95","2,983.98","2,919.14",52.38M,1.95%
12/13/2013,"2,921.92","2,927.14","2,942.27","2,916.70",38.79M,-0.21%
12/12/2013,"2,928.12","2,934.90","2,945.39","2,920.12",43.80M,-0.65%
12/11/2013,"2,947.31","2,960.45","2,978.55","2,944.76",44.13M,-0.46%
12/10/2013,"2,960.86","2,985.00","2,999.28","2,959.28",37.53M,-0.93%
12/9/2013,"2,988.67","2,987.30","2,993.41","2,973.52",39.08M,0.29%
12/6/2013,"2,979.94","2,960.09","2,985.09","2,940.90",66.14M,0.91%
12/5/2013,"2,953.17","2,985.41","2,998.17","2,953.17",61.69M,-1.29%
12/4/2013,"2,991.76","3,020.28","3,025.92","2,971.15",51.22M,-0.73%
12/3/2013,"3,013.88","3,074.79","3,075.56","3,013.88",61.39M,-2.06%
12/2/2013,"3,077.23","3,089.39","3,094.54","3,070.94",39.44M,-0.30%
11/29/2013,"3,086.64","3,091.03","3,097.94","3,086.64",35.81M,-0.19%
11/28/2013,"3,092.42","3,081.56","3,098.63","3,081.56",34.88M,0.32%
11/27/2013,"3,082.65","3,066.60","3,088.75","3,064.93",40.03M,0.65%
11/26/2013,"3,062.62","3,069.61","3,076.26","3,061.95",45.29M,-0.33%
11/25/2013,"3,072.75","3,065.70","3,077.99","3,064.73",36.43M,0.55%
11/22/2013,"3,055.98","3,048.76","3,059.99","3,035.73",37.35M,0.38%
11/21/2013,"3,044.34","3,031.86","3,050.98","3,016.67",44.56M,-0.10%
11/20/2013,"3,047.32","3,044.98","3,064.55","3,033.63",45.92M,-0.06%
11/19/2013,"3,049.17","3,070.05","3,070.05","3,048.00",42.08M,-1.04%
11/18/2013,"3,081.30","3,051.17","3,091.04","3,042.81",55.70M,0.88%
11/15/2013,"3,054.53","3,053.22","3,060.74","3,042.62",47.50M,0.03%
11/14/2013,"3,053.69","3,040.97","3,056.03","3,029.74",59.80M,1.08%
11/13/2013,"3,021.17","3,026.94","3,036.97","3,000.35",62.08M,-0.45%
11/12/2013,"3,034.68","3,051.92","3,060.64","3,034.68",48.02M,-0.59%
11/11/2013,"3,052.83","3,038.65","3,056.60","3,027.84",33.81M,0.59%
11/8/2013,"3,034.91","3,028.36","3,038.42","2,999.25",61.48M,-0.27%
11/7/2013,"3,042.98","3,052.43","3,106.64","3,035.37",89.64M,-0.44%
11/6/2013,"3,056.40","3,041.24","3,065.10","3,041.24",45.28M,0.67%
11/5/2013,"3,035.92","3,066.59","3,067.97","3,021.41",57.42M,-0.83%
11/4/2013,"3,061.18","3,058.29","3,067.92","3,054.75",35.35M,0.30%
11/1/2013,"3,052.14","3,068.73","3,074.44","3,047.53",37.91M,-0.52%
10/31/2013,"3,067.95","3,034.93","3,067.97","3,030.48",55.43M,0.90%
10/30/2013,"3,040.69","3,049.09","3,073.88","3,035.02",60.92M,-0.33%
10/29/2013,"3,050.64","3,019.65","3,050.74","3,017.73",59.85M,0.95%
10/28/2013,"3,022.04","3,041.16","3,045.14","3,009.80",51.39M,-0.41%
10/25/2013,"3,034.50","3,027.84","3,043.84","3,021.01",49.41M,-0.15%
10/24/2013,"3,038.96","3,024.69","3,038.96","3,022.28",53.82M,0.72%
10/23/2013,"3,017.16","3,034.80","3,034.80","3,010.55",64.34M,-0.94%
10/22/2013,"3,045.77","3,023.20","3,056.87","3,021.41",53.35M,0.57%
10/21/2013,"3,028.65","3,030.06","3,033.27","3,019.64",44.59M,-0.15%
10/18/2013,"3,033.31","3,020.45","3,033.31","3,009.66",61.57M,0.76%
10/17/2013,"3,010.39","3,009.55","3,011.31","2,988.36",63.09M,-0.17%
10/16/2013,"3,015.40","2,993.74","3,018.49","2,989.20",71.34M,0.36%
10/15/2013,"3,004.56","2,985.10","3,007.94","2,984.45",54.89M,0.90%
10/14/2013,"2,977.69","2,963.48","2,977.69","2,957.70",39.50M,0.11%
10/11/2013,"2,974.28","2,974.86","2,977.31","2,964.81",62.05M,0.16%
10/10/2013,"2,969.41","2,918.98","2,971.15","2,918.98",86.10M,2.23%
10/9/2013,"2,904.73","2,899.03","2,923.18","2,895.67",62.10M,0.05%
10/8/2013,"2,903.35","2,920.87","2,929.86","2,902.70",61.79M,-0.67%
10/7/2013,"2,923.04","2,917.07","2,925.08","2,891.39",53.32M,-0.18%
10/4/2013,"2,928.31","2,902.26","2,934.90","2,898.30",62.72M,0.90%
10/3/2013,"2,902.12","2,919.88","2,926.72","2,899.45",44.16M,-0.55%
10/2/2013,"2,918.31","2,923.54","2,930.58","2,902.03",90.39M,-0.50%
10/1/2013,"2,933.02","2,893.66","2,933.02","2,893.66",67.02M,1.38%
9/30/2013,"2,893.15","2,899.41","2,899.41","2,877.87",71.05M,-0.90%
9/27/2013,"2,919.34","2,926.11","2,933.05","2,904.81",52.39M,-0.12%
9/26/2013,"2,922.99","2,930.19","2,934.22","2,909.55",69.26M,-0.15%
9/25/2013,"2,927.35","2,918.81","2,929.15","2,907.42",57.43M,0.15%
9/24/2013,"2,922.93","2,907.79","2,925.49","2,906.68",46.79M,0.57%
9/23/2013,"2,906.35","2,928.80","2,936.09","2,897.43",46.35M,-0.71%
9/20/2013,"2,927.19","2,931.10","2,944.12","2,925.50",88.07M,-0.31%
9/19/2013,"2,936.20","2,930.92","2,955.47","2,922.65",87.53M,0.94%
9/18/2013,"2,908.92","2,893.76","2,909.42","2,888.36",59.71M,0.62%
9/17/2013,"2,890.95","2,890.49","2,896.07","2,878.10",49.36M,-0.13%
9/16/2013,"2,894.64","2,882.12","2,901.43","2,882.12",49.62M,0.96%
9/13/2013,"2,867.11","2,856.58","2,869.52","2,849.51",44.53M,0.18%
9/12/2013,"2,862.07","2,862.76","2,870.18","2,849.90",59.53M,-0.05%
9/11/2013,"2,863.44","2,847.47","2,863.95","2,845.29",72.61M,0.42%
9/10/2013,"2,851.40","2,816.13","2,853.04","2,816.13",77.10M,1.90%
9/9/2013,"2,798.31","2,801.63","2,804.77","2,787.74",51.82M,-0.18%
9/6/2013,"2,803.42","2,770.36","2,803.83","2,762.20",70.84M,1.05%
9/5/2013,"2,774.20","2,761.90","2,777.88","2,748.56",53.55M,0.58%
9/4/2013,"2,758.29","2,758.79","2,764.84","2,725.56",48.75M,0.18%
9/3/2013,"2,753.35","2,774.64","2,778.32","2,735.69",47.12M,-0.75%
9/2/2013,"2,774.09","2,741.08","2,780.74","2,741.08",40.24M,1.94%
8/30/2013,"2,721.37","2,758.07","2,758.28","2,721.37",53.59M,-1.34%
8/29/2013,"2,758.31","2,750.72","2,760.12","2,732.88",48.00M,0.57%
8/28/2013,"2,742.61","2,743.54","2,754.27","2,720.57",59.37M,-0.24%
8/27/2013,"2,749.27","2,809.15","2,818.69","2,749.27",66.66M,-2.56%
8/26/2013,"2,821.45","2,825.46","2,827.32","2,803.84",34.91M,-0.16%
8/23/2013,"2,826.05","2,811.30","2,828.97","2,794.20",42.51M,0.49%
8/22/2013,"2,812.32","2,775.62","2,821.59","2,775.62",48.26M,1.36%
8/21/2013,"2,774.58","2,794.39","2,797.68","2,773.06",41.14M,-0.48%
8/20/2013,"2,787.98","2,813.95","2,813.95","2,770.18",59.22M,-1.25%
8/19/2013,"2,823.35","2,853.81","2,854.35","2,821.44",53.20M,-1.08%
8/16/2013,"2,854.27","2,834.31","2,855.03","2,824.90",68.93M,0.65%
8/15/2013,"2,835.86","2,849.36","2,849.36","2,810.50",36.87M,-0.57%
8/14/2013,"2,852.08","2,844.77","2,855.89","2,835.59",38.63M,0.37%
8/13/2013,"2,841.61","2,832.57","2,845.13","2,828.96",40.26M,0.51%
8/12/2013,"2,827.15","2,826.12","2,832.83","2,802.41",40.00M,0.05%
8/9/2013,"2,825.62","2,821.54","2,834.57","2,806.05",57.60M,0.31%
8/8/2013,"2,816.88","2,797.35","2,819.88","2,792.62",59.29M,0.80%
8/7/2013,"2,794.44","2,784.81","2,798.39","2,775.19",51.43M,0.13%
8/6/2013,"2,790.78","2,809.18","2,820.62","2,777.16",53.27M,-0.65%
8/5/2013,"2,809.08","2,815.26","2,821.39","2,800.53",33.45M,-0.07%
8/2/2013,"2,811.00","2,816.14","2,819.14","2,796.53",56.13M,0.08%
8/1/2013,"2,808.64","2,774.12","2,809.15","2,774.12",56.35M,1.46%
7/31/2013,"2,768.15","2,749.67","2,773.60","2,747.71",43.67M,0.32%
7/30/2013,"2,759.21","2,750.27","2,764.36","2,743.30",44.28M,0.64%
7/29/2013,"2,741.73","2,754.04","2,762.71","2,736.83",38.38M,-0.01%
7/26/2013,"2,741.96","2,750.48","2,766.65","2,733.69",47.07M,0.06%
7/25/2013,"2,740.29","2,753.31","2,753.33","2,719.16",51.65M,-0.43%
7/24/2013,"2,752.25","2,727.86","2,759.50","2,727.86",54.83M,1.08%
7/23/2013,"2,722.90","2,728.80","2,742.16","2,722.47",55.16M,-0.09%
7/22/2013,"2,725.40","2,718.78","2,734.20","2,712.31",40.58M,0.34%
7/19/2013,"2,716.17","2,711.20","2,716.91","2,698.06",52.58M,-0.07%
7/18/2013,"2,717.99","2,677.01","2,719.03","2,672.33",58.05M,1.35%
7/17/2013,"2,681.88","2,669.81","2,690.09","2,645.61",48.88M,0.61%
7/16/2013,"2,665.61","2,690.17","2,692.14","2,662.81",39.62M,-0.78%
7/15/2013,"2,686.69","2,678.83","2,697.79","2,675.23",37.37M,0.44%
7/12/2013,"2,674.87","2,688.39","2,697.45","2,666.34",56.91M,-0.24%
7/11/2013,"2,681.32","2,679.87","2,695.45","2,671.69",47.65M,0.81%
7/10/2013,"2,659.71","2,661.22","2,670.12","2,639.55",44.45M,-0.17%
7/9/2013,"2,664.14","2,660.51","2,675.27","2,654.51",51.57M,0.50%
7/8/2013,"2,650.85","2,612.05","2,664.92","2,612.05",49.39M,2.11%
7/5/2013,"2,596.01","2,649.04","2,660.19","2,596.01",65.86M,-1.91%
7/4/2013,"2,646.54","2,588.51","2,648.31","2,581.69",69.99M,2.95%
7/3/2013,"2,570.76","2,586.67","2,586.67","2,539.15",72.78M,-1.25%
7/2/2013,"2,603.20","2,626.46","2,627.40","2,595.56",44.86M,-0.74%
7/1/2013,"2,622.62","2,619.36","2,637.64","2,590.92",51.32M,0.77%
6/28/2013,"2,602.59","2,626.23","2,635.90","2,591.12",62.14M,-0.66%
6/27/2013,"2,619.86","2,602.05","2,633.58","2,587.81",58.58M,0.66%
6/26/2013,"2,602.81","2,545.68","2,607.55","2,536.70",72.82M,2.34%
6/25/2013,"2,543.37","2,532.51","2,554.77","2,526.78",73.75M,1.26%
6/24/2013,"2,511.83","2,549.48","2,556.28","2,494.54",83.13M,-1.48%
6/21/2013,"2,549.48","2,595.66","2,613.13","2,549.48",120.75M,-1.43%
6/20/2013,"2,586.45","2,651.89","2,651.89","2,582.14",96.74M,-3.63%
6/19/2013,"2,683.98","2,702.86","2,709.41","2,678.03",54.55M,-0.63%
6/18/2013,"2,700.93","2,691.83","2,709.99","2,686.21",53.63M,-0.07%
6/17/2013,"2,702.69","2,673.63","2,718.03","2,673.63",52.44M,1.33%
6/14/2013,"2,667.32","2,670.61","2,687.19","2,660.98",48.46M,0.21%
6/13/2013,"2,661.71","2,647.66","2,666.49","2,617.48",67.22M,-0.18%
6/12/2013,"2,666.52","2,681.38","2,701.22","2,663.89",58.82M,-0.62%
6/11/2013,"2,683.20","2,707.13","2,707.13","2,656.00",76.52M,-1.33%
6/10/2013,"2,719.40","2,719.18","2,734.29","2,708.72",55.23M,-0.17%
6/7/2013,"2,724.08","2,680.82","2,733.96","2,664.07",72.16M,1.79%
6/6/2013,"2,676.21","2,709.50","2,729.41","2,676.21",69.03M,-1.22%
6/5/2013,"2,709.33","2,741.56","2,753.29","2,709.33",55.95M,-1.68%
6/4/2013,"2,755.70","2,760.82","2,779.15","2,751.13",43.25M,0.29%
6/3/2013,"2,747.74","2,757.65","2,788.22","2,728.89",59.09M,-0.79%
5/31/2013,"2,769.64","2,799.21","2,799.21","2,760.19",74.62M,-1.06%
5/30/2013,"2,799.20","2,782.66","2,812.97","2,778.91",57.69M,0.45%
5/29/2013,"2,786.54","2,819.69","2,820.70","2,783.71",57.77M,-1.74%
5/28/2013,"2,835.87","2,801.23","2,851.48","2,801.23",68.25M,1.46%
5/27/2013,"2,795.00","2,774.77","2,795.07","2,774.77",27.19M,1.11%
5/24/2013,"2,764.29","2,784.95","2,793.92","2,752.09",55.98M,-0.45%
5/23/2013,"2,776.78","2,802.09","2,802.09","2,757.29",80.54M,-2.05%
5/22/2013,"2,835.01","2,821.40","2,840.57","2,805.65",60.37M,0.47%
5/21/2013,"2,821.65","2,817.13","2,823.12","2,797.61",69.84M,-0.10%
5/20/2013,"2,824.50","2,822.55","2,826.30","2,803.01",45.74M,0.23%
5/17/2013,"2,817.99","2,803.64","2,825.44","2,791.83",94.23M,0.40%
5/16/2013,"2,806.70","2,805.07","2,815.77","2,794.19",64.68M,-0.10%
5/15/2013,"2,809.58","2,790.63","2,809.83","2,782.83",67.54M,0.50%
5/14/2013,"2,795.63","2,780.63","2,795.63","2,760.93",78.48M,0.66%
5/13/2013,"2,777.39","2,783.70","2,791.81","2,764.75",52.82M,-0.28%
5/10/2013,"2,785.24","2,775.75","2,805.30","2,773.59",75.58M,0.44%
5/9/2013,"2,773.16","2,773.62","2,780.81","2,760.16",48.47M,-0.41%
5/8/2013,"2,784.62","2,767.77","2,784.99","2,761.65",56.01M,0.56%
5/7/2013,"2,769.08","2,756.17","2,777.96","2,750.67",60.81M,0.67%
5/6/2013,"2,750.52","2,762.00","2,762.00","2,746.47",28.69M,-0.48%
5/3/2013,"2,763.68","2,724.14","2,764.17","2,710.52",61.29M,1.65%
5/2/2013,"2,718.90","2,702.68","2,745.38","2,688.59",78.02M,0.26%
5/1/2013,"2,711.74","2,712.01","2,712.28","2,711.69",61.44M,-0.01%
4/30/2013,"2,712.00","2,722.60","2,735.53","2,704.41",61.52M,-0.20%
4/29/2013,"2,717.38","2,690.07","2,718.91","2,689.00",63.49M,1.27%
4/26/2013,"2,683.43","2,689.87","2,692.78","2,670.34",52.53M,-0.78%
4/25/2013,"2,704.41","2,695.52","2,709.57","2,686.01",55.82M,0.09%
4/24/2013,"2,702.05","2,664.15","2,706.82","2,662.22",82.56M,1.47%
4/23/2013,"2,662.88","2,585.56","2,662.88","2,585.07",90.59M,3.07%
4/22/2013,"2,583.62","2,584.65","2,602.57","2,569.90",64.20M,0.33%
4/19/2013,"2,575.16","2,565.89","2,588.36","2,560.92",91.28M,0.77%
4/18/2013,"2,555.50","2,561.06","2,580.43","2,542.10",81.19M,0.08%
4/17/2013,"2,553.49","2,619.38","2,626.32","2,543.07",80.67M,-2.14%
4/16/2013,"2,609.30","2,615.27","2,634.01","2,600.32",55.84M,-0.59%
4/15/2013,"2,624.71","2,633.38","2,647.53","2,603.41",58.49M,-0.33%
4/12/2013,"2,633.47","2,669.58","2,669.58","2,627.07",57.82M,-1.53%
4/11/2013,"2,674.33","2,659.84","2,681.95","2,650.40",62.33M,0.48%
4/10/2013,"2,661.62","2,603.61","2,666.79","2,602.77",87.72M,2.56%
4/9/2013,"2,595.13","2,602.79","2,614.16","2,584.50",62.57M,0.23%
4/8/2013,"2,589.25","2,591.84","2,604.93","2,586.47",49.82M,0.15%
4/5/2013,"2,585.28","2,622.72","2,634.94","2,566.74",73.81M,-1.38%
4/4/2013,"2,621.43","2,645.02","2,670.42","2,616.44",77.59M,-0.67%
4/3/2013,"2,639.01","2,669.63","2,676.90","2,637.23",60.78M,-1.52%
4/2/2013,"2,679.80","2,622.24","2,680.34","2,622.24",63.79M,2.13%
3/28/2013,"2,624.02","2,613.20","2,641.58","2,602.63",75.00M,0.44%
3/27/2013,"2,612.46","2,647.65","2,653.85","2,590.03",101.42M,-1.09%
3/26/2013,"2,641.12","2,652.59","2,661.26","2,632.46",93.27M,-0.31%
3/25/2013,"2,649.28","2,700.96","2,726.01","2,642.02",92.44M,-1.21%
3/22/2013,"2,681.67","2,680.96","2,702.14","2,662.89",63.53M,-0.08%
3/21/2013,"2,683.92","2,705.57","2,706.27","2,667.80",66.68M,-0.92%
3/20/2013,"2,708.90","2,686.83","2,712.80","2,684.22",65.51M,1.38%
3/19/2013,"2,671.96","2,698.84","2,701.29","2,660.43",72.55M,-1.24%
3/18/2013,"2,705.47","2,695.62","2,709.32","2,663.20",72.04M,-0.74%
3/15/2013,"2,725.72","2,745.04","2,746.02","2,714.76",128.22M,-0.69%
3/14/2013,"2,744.70","2,718.14","2,744.70","2,718.14",70.78M,1.48%
3/13/2013,"2,704.73","2,709.65","2,710.13","2,693.60",61.95M,-0.26%
3/12/2013,"2,711.85","2,712.93","2,724.63","2,702.51",52.42M,-0.25%
3/11/2013,"2,718.71","2,723.74","2,723.74","2,706.32",42.15M,-0.37%
3/8/2013,"2,728.78","2,699.30","2,733.86","2,699.30",63.68M,1.41%
3/7/2013,"2,690.85","2,684.70","2,700.84","2,683.40",52.60M,0.41%
3/6/2013,"2,679.89","2,683.24","2,704.01","2,679.03",63.03M,-0.12%
3/5/2013,"2,683.02","2,635.34","2,685.85","2,635.34",65.41M,2.41%
3/4/2013,"2,619.78","2,607.97","2,628.67","2,595.35",58.63M,0.12%
3/1/2013,"2,616.75","2,627.93","2,638.32","2,589.84",75.45M,-0.64%
2/28/2013,"2,633.55","2,619.01","2,637.70","2,609.23",71.15M,0.83%
2/27/2013,"2,611.89","2,580.04","2,612.00","2,563.64",67.90M,1.61%
2/26/2013,"2,570.52","2,619.89","2,619.89","2,566.87",127.64M,-3.07%
2/25/2013,"2,651.86","2,642.81","2,699.95","2,633.95",101.58M,0.83%
2/22/2013,"2,630.05","2,590.02","2,630.46","2,590.02",56.97M,1.95%
2/21/2013,"2,579.76","2,629.62","2,629.62","2,579.68",76.66M,-2.29%
2/20/2013,"2,640.35","2,662.24","2,670.69","2,634.39",49.29M,-0.83%
2/19/2013,"2,662.37","2,612.65","2,664.50","2,611.01",55.17M,1.75%
2/18/2013,"2,616.65","2,610.81","2,618.27","2,597.65",38.04M,0.05%
2/15/2013,"2,615.26","2,634.24","2,642.95","2,615.26",59.53M,-0.76%
2/14/2013,"2,635.35","2,655.84","2,666.25","2,625.91",57.79M,-0.81%
2/13/2013,"2,656.86","2,651.26","2,666.65","2,641.63",51.70M,0.30%
2/12/2013,"2,648.83","2,619.77","2,648.83","2,613.26",53.50M,1.00%
2/11/2013,"2,622.61","2,631.38","2,641.58","2,613.39",43.30M,-0.29%
2/8/2013,"2,630.30","2,603.10","2,631.82","2,598.29",58.89M,1.25%
2/7/2013,"2,597.92","2,617.93","2,639.74","2,597.49",65.36M,-0.74%
2/6/2013,"2,617.35","2,649.51","2,658.47","2,604.63",82.27M,-1.28%
2/5/2013,"2,651.21","2,622.83","2,660.50","2,622.65",75.42M,0.99%
2/4/2013,"2,625.17","2,712.67","2,712.67","2,625.17",90.81M,-3.13%
2/1/2013,"2,710.08","2,706.22","2,718.56","2,696.64",89.93M,0.26%
1/31/2013,"2,702.98","2,728.94","2,730.51","2,702.98",81.59M,-1.07%
1/30/2013,"2,732.12","2,750.61","2,754.80","2,724.85",65.69M,-0.62%
1/29/2013,"2,749.27","2,744.79","2,750.89","2,731.02",59.44M,0.17%
1/28/2013,"2,744.50","2,745.96","2,753.93","2,741.74",59.62M,0.01%
1/25/2013,"2,744.18","2,721.50","2,748.13","2,716.09",73.79M,0.78%
1/24/2013,"2,722.96","2,707.85","2,724.67","2,692.15",73.30M,0.54%
1/23/2013,"2,708.28","2,720.06","2,724.35","2,703.49",68.19M,-0.31%
1/22/2013,"2,716.70","2,724.44","2,727.42","2,697.32",60.71M,-0.36%
1/21/2013,"2,726.63","2,715.00","2,726.63","2,712.99",37.35M,0.63%
1/18/2013,"2,709.59","2,723.88","2,731.04","2,707.35",71.40M,-0.34%
1/17/2013,"2,718.93","2,699.47","2,727.04","2,697.06",59.95M,0.61%
1/16/2013,"2,702.54","2,699.21","2,704.80","2,685.27",69.24M,0.04%
1/15/2013,"2,701.59","2,709.91","2,715.95","2,690.24",70.37M,-0.50%
1/14/2013,"2,715.16","2,725.41","2,735.36","2,707.36",21.13M,-0.10%
1/11/2013,"2,717.79","2,712.78","2,719.99","2,702.72",68.90M,0.35%
1/10/2013,"2,708.27","2,705.60","2,725.38","2,693.93",115.57M,0.07%
1/9/2013,"2,706.39","2,697.51","2,710.49","2,691.00",86.64M,0.56%
1/8/2013,"2,691.45","2,690.91","2,710.20","2,684.90",69.96M,-0.15%
1/7/2013,"2,695.56","2,712.25","2,714.18","2,691.04",71.43M,-0.51%
1/4/2013,"2,709.35","2,696.94","2,711.02","2,690.11",51.56M,0.30%
1/3/2013,"2,701.22","2,705.80","2,705.80","2,689.30",47.01M,-0.37%
1/2/2013,"2,711.25","2,659.79","2,711.25","2,659.79",81.12M,2.86%
12/31/2012,"2,635.93","2,619.59","2,638.18","2,619.56",30.99M,0.35%
12/28/2012,"2,626.85","2,660.89","2,664.37","2,626.41",39.63M,-1.24%
12/27/2012,"2,659.95","2,650.91","2,668.23","2,648.29",42.43M,0.43%
12/24/2012,"2,648.53","2,649.51","2,653.24","2,647.17",57.23M,-0.10%
12/21/2012,"2,651.09","2,649.95","2,653.56","2,634.87",106.26M,-0.27%
12/20/2012,"2,658.30","2,650.03","2,661.92","2,643.88",66.40M,0.14%
12/19/2012,"2,654.69","2,648.75","2,661.25","2,645.41",77.82M,0.42%
12/18/2012,"2,643.50","2,634.00","2,647.30","2,632.51",68.68M,0.59%
12/17/2012,"2,628.01","2,627.72","2,632.93","2,611.89",44.34M,-0.10%
12/14/2012,"2,630.54","2,628.06","2,635.65","2,622.37",45.65M,0.11%
